id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Positive_323,5.302,0.147,6.775,8.689,3.829,0.268,0.109,0.327,0.381,0.381,0.395,0.229,0.152,0.218,0.177,0.173,2.811,0.078,3.592,2.03,1
Negative_333,3.826,1.043,3.826,4.87,4.174,0.219,0.094,0.433,0.482,0.35,0.456,0.272,0.152,0.171,0.117,0.159,2.029,0.553,2.029,2.213,0
Negative_1045,5.882,4.575,3.558,7.407,6.245,0.311,0.123,0.314,0.419,0.344,0.368,0.23,0.18,0.24,0.158,0.198,3.195,2.485,1.933,3.393,0
Positive_609,7.506,2.428,5.74,7.506,3.311,0.265,0.132,0.302,0.402,0.329,0.382,0.292,0.201,0.261,0.188,0.208,3.822,1.236,2.923,1.686,1
Negative_672,4.65,1.596,3.956,3.817,8.605,0.33,0.094,0.384,0.447,0.38,0.414,0.232,0.14,0.199,0.134,0.185,2.639,0.906,2.245,4.884,0
Negative_404,3.571,2.232,6.25,7.589,7.143,0.281,0.121,0.335,0.393,0.344,0.393,0.238,0.188,0.202,0.193,0.175,1.797,1.123,3.145,3.595,0
Positive_1088,6.64,1.461,4.382,5.578,5.046,0.262,0.133,0.339,0.42,0.341,0.398,0.258,0.206,0.215,0.172,0.169,3.373,0.742,2.226,2.563,1
Negative_199,3.636,7.273,3.03,1.818,12.727,0.333,0.067,0.406,0.515,0.309,0.43,0.201,0.091,0.189,0.104,0.177,1.982,3.965,1.652,6.938,0
Negative_950,2.454,3.681,2.454,6.748,6.748,0.19,0.117,0.288,0.35,0.374,0.325,0.315,0.167,0.259,0.173,0.241,1.19,1.785,1.19,3.272,0
Positive_1036,4.375,0.547,8.125,6.641,2.266,0.212,0.102,0.314,0.363,0.391,0.356,0.274,0.15,0.206,0.165,0.185,2.24,0.28,4.16,1.16,1
Positive_535,5.851,0.928,2.283,7.528,11.523,0.309,0.182,0.41,0.477,0.33,0.442,0.224,0.226,0.152,0.133,0.134,3.175,0.504,1.239,6.253,1
Positive_302,5.299,1.88,5.385,4.359,5.47,0.265,0.116,0.334,0.406,0.374,0.388,0.27,0.184,0.234,0.16,0.198,2.771,0.983,2.816,2.86,1
Positive_1025,5.473,1.99,4.975,6.965,3.98,0.244,0.154,0.254,0.328,0.418,0.323,0.225,0.21,0.205,0.21,0.16,2.844,1.034,2.586,2.068,1
Negative_1089,2.703,4.204,3.303,4.505,6.607,0.342,0.072,0.444,0.514,0.252,0.517,0.175,0.108,0.19,0.148,0.142,1.455,2.263,1.778,3.556,0
Negative_656,1.565,0.692,4.574,1.083,8.456,0.635,0.051,0.646,0.668,0.214,0.677,0.064,0.097,0.063,0.039,0.056,1.064,0.47,3.109,5.747,0
Positive_42,3.142,1.479,5.545,2.403,4.991,0.205,0.081,0.384,0.431,0.407,0.41,0.196,0.128,0.161,0.13,0.144,1.745,0.821,3.08,2.772,1
Positive_124,5.769,4.06,6.197,7.051,4.274,0.25,0.13,0.286,0.385,0.368,0.344,0.298,0.212,0.285,0.203,0.238,3.018,2.124,3.242,2.236,1
Positive_132,5.461,1.883,7.345,6.968,4.52,0.222,0.124,0.331,0.405,0.36,0.371,0.325,0.215,0.257,0.175,0.226,2.716,0.937,3.653,2.248,1
Positive_303,4.922,2.591,4.663,5.699,5.699,0.264,0.124,0.326,0.402,0.368,0.376,0.268,0.182,0.247,0.192,0.213,2.516,1.325,2.384,2.914,1
Negative_980,3.607,4.59,3.934,3.279,3.279,0.269,0.098,0.249,0.331,0.39,0.311,0.191,0.151,0.224,0.217,0.191,1.887,2.401,2.058,1.715,0
Positive_195,5.256,2.213,6.086,8.437,4.288,0.22,0.151,0.26,0.335,0.369,0.322,0.328,0.206,0.284,0.235,0.244,2.558,1.077,2.961,2.087,1
Negative_689,3.333,1.667,16.667,1.667,6.667,0.3,0.05,0.283,0.333,0.483,0.333,0.085,0.102,0.169,0.102,0.136,1.984,0.992,9.922,3.969,0
Positive_715,5.222,1.333,2.444,4.222,7.778,0.281,0.122,0.394,0.46,0.336,0.453,0.245,0.189,0.211,0.15,0.164,2.748,0.702,1.286,4.094,1
Positive_751,5.783,0.843,3.855,3.494,5.422,0.26,0.12,0.394,0.46,0.323,0.447,0.262,0.197,0.186,0.129,0.164,2.901,0.423,1.934,2.72,1
Positive_783,5.412,1.624,4.991,6.795,4.991,0.251,0.128,0.295,0.366,0.397,0.347,0.273,0.182,0.235,0.192,0.203,2.772,0.832,2.556,2.556,1
Positive_1020,3.883,1.214,6.553,8.01,4.854,0.243,0.124,0.294,0.345,0.386,0.364,0.307,0.187,0.268,0.214,0.221,1.912,0.598,3.227,2.391,1
Positive_833,5.678,1.893,3.47,6.309,7.571,0.293,0.114,0.3,0.375,0.341,0.369,0.266,0.184,0.272,0.212,0.215,2.844,0.948,1.738,3.793,1
Positive_1065,7.589,2.976,4.613,8.78,5.804,0.243,0.138,0.265,0.371,0.33,0.326,0.291,0.198,0.261,0.219,0.224,3.821,1.498,2.323,2.922,1
Positive_1151,5.187,1.867,4.564,2.905,3.527,0.28,0.108,0.28,0.351,0.378,0.359,0.247,0.168,0.268,0.2,0.204,2.595,0.934,2.283,1.764,1
Positive_296,5.591,1.278,4.633,6.55,5.591,0.283,0.105,0.304,0.372,0.353,0.375,0.267,0.166,0.254,0.205,0.202,2.854,0.652,2.365,2.854,1
Positive_99,5.523,2.616,4.942,8.721,3.924,0.234,0.141,0.243,0.324,0.369,0.311,0.304,0.211,0.285,0.217,0.245,2.735,1.295,2.447,1.943,1
Positive_108,4.475,2.16,4.938,5.864,5.556,0.31,0.09,0.327,0.394,0.338,0.386,0.252,0.147,0.246,0.195,0.206,2.298,1.109,2.535,2.853,1
Negative_624,7.639,2.083,5.556,3.472,4.167,0.229,0.146,0.354,0.451,0.417,0.389,0.294,0.196,0.224,0.105,0.203,4.212,1.149,3.063,2.298,0
Positive_91,4.246,3.185,7.219,5.732,2.972,0.274,0.081,0.299,0.374,0.399,0.342,0.172,0.113,0.166,0.202,0.136,2.372,1.779,4.033,1.66,1
Positive_763,6.161,1.422,6.635,2.607,4.739,0.197,0.116,0.341,0.417,0.4,0.384,0.292,0.188,0.23,0.15,0.195,3.06,0.706,3.295,2.354,1
Positive_1106,5.012,2.148,5.967,5.012,4.057,0.241,0.136,0.284,0.356,0.384,0.332,0.27,0.215,0.215,0.184,0.182,2.542,1.089,3.026,2.058,1
Positive_687,6.395,3.265,5.714,6.803,5.442,0.256,0.124,0.287,0.384,0.367,0.341,0.294,0.199,0.286,0.177,0.244,3.257,1.663,2.91,2.772,1
Positive_297,5.496,0.216,5.711,6.358,5.388,0.234,0.141,0.318,0.375,0.395,0.375,0.312,0.208,0.247,0.166,0.208,2.778,0.109,2.887,2.723,1
Positive_995,8.547,1.425,2.279,9.117,8.262,0.291,0.174,0.353,0.453,0.328,0.387,0.237,0.254,0.194,0.137,0.171,4.586,0.765,1.223,4.433,1
Negative_80,4.533,4.267,6.933,8.533,5.333,0.235,0.099,0.352,0.44,0.344,0.384,0.259,0.16,0.217,0.131,0.19,2.444,2.3,3.738,2.875,0
Positive_92,4.59,0.328,6.885,8.689,3.607,0.231,0.11,0.325,0.374,0.38,0.37,0.266,0.161,0.194,0.176,0.169,2.261,0.162,3.392,1.777,1
Positive_1064,4.6,0.969,4.6,5.085,5.811,0.242,0.109,0.327,0.383,0.37,0.378,0.274,0.17,0.24,0.211,0.204,2.287,0.482,2.287,2.89,1
Negative_132,4.122,1.971,3.584,2.867,6.093,0.272,0.099,0.326,0.387,0.353,0.396,0.257,0.147,0.206,0.169,0.163,2.039,0.975,1.773,3.013,0
Negative_667,4.682,1.873,2.809,3.745,7.116,0.264,0.092,0.386,0.451,0.326,0.425,0.257,0.141,0.191,0.143,0.176,2.348,0.939,1.409,3.569,0
Positive_1176,8.219,1.37,4.795,4.11,4.795,0.267,0.185,0.288,0.384,0.384,0.363,0.241,0.262,0.241,0.152,0.166,4.361,0.727,2.544,2.544,1
Negative_666,1.064,2.128,2.128,3.191,3.191,0.319,0.021,0.266,0.298,0.383,0.372,0.194,0.043,0.204,0.258,0.129,0.575,1.149,1.149,1.724,0
Positive_883,6.768,0.829,7.459,5.249,4.972,0.254,0.149,0.327,0.403,0.359,0.395,0.277,0.21,0.239,0.188,0.184,3.343,0.409,3.684,2.456,1
Negative_317,6.818,1.894,8.712,3.788,5.303,0.269,0.117,0.318,0.405,0.39,0.379,0.262,0.16,0.217,0.163,0.183,3.533,0.981,4.514,2.748,0
Negative_1221,6.122,2.624,0.875,7.289,4.373,0.248,0.14,0.338,0.426,0.315,0.388,0.26,0.202,0.219,0.146,0.181,3.021,1.295,0.432,2.158,0
Positive_391,2.215,2.532,3.481,5.696,2.848,0.241,0.079,0.326,0.373,0.361,0.386,0.279,0.121,0.225,0.194,0.184,1.095,1.252,1.721,1.408,1
Positive_850,5.757,1.066,6.539,6.183,4.051,0.21,0.135,0.316,0.384,0.388,0.355,0.324,0.211,0.24,0.169,0.212,2.811,0.52,3.193,1.978,1
Positive_330,3.927,1.511,5.136,5.438,4.23,0.23,0.109,0.363,0.417,0.366,0.414,0.279,0.136,0.233,0.155,0.191,1.994,0.767,2.608,2.148,1
Negative_1124,5.827,3.794,2.168,3.388,5.014,0.248,0.117,0.358,0.454,0.327,0.423,0.263,0.198,0.201,0.138,0.166,2.949,1.92,1.097,2.537,0
Negative_524,1.77,6.195,4.425,2.655,15.929,0.327,0.035,0.442,0.522,0.274,0.496,0.161,0.062,0.161,0.179,0.125,0.946,3.313,2.366,8.517,0
Negative_909,3.974,4.967,3.974,4.636,4.967,0.242,0.119,0.334,0.424,0.344,0.394,0.309,0.183,0.216,0.159,0.189,2.07,2.587,2.07,2.587,0
Negative_42,1.923,0.0,3.846,1.923,19.231,0.442,0.019,0.5,0.519,0.308,0.519,0.118,0.039,0.176,0.118,0.157,1.134,0.0,2.268,11.34,0
Negative_1190,7.246,11.594,7.246,7.246,2.899,0.246,0.145,0.174,0.362,0.304,0.261,0.221,0.147,0.265,0.206,0.206,3.795,6.073,3.795,1.518,0
Positive_662,5.814,1.744,5.233,7.558,5.233,0.238,0.163,0.302,0.378,0.36,0.366,0.257,0.199,0.199,0.158,0.152,2.956,0.887,2.661,2.661,1
Positive_630,5.556,1.778,4.444,4.444,5.333,0.233,0.111,0.313,0.387,0.378,0.387,0.278,0.171,0.227,0.169,0.18,2.838,0.908,2.27,2.724,1
Negative_110,1.695,2.373,0.0,2.034,6.441,0.285,0.054,0.424,0.464,0.319,0.481,0.19,0.102,0.153,0.15,0.112,0.942,1.319,0.0,3.581,0
Positive_878,3.871,0.323,4.194,6.774,5.161,0.303,0.065,0.374,0.416,0.329,0.426,0.214,0.097,0.197,0.175,0.165,2.058,0.172,2.23,2.744,1
Negative_1269,4.062,1.875,1.25,0.625,13.438,0.325,0.069,0.463,0.522,0.287,0.528,0.182,0.119,0.144,0.1,0.107,2.232,1.03,0.687,7.383,0
Negative_168,5.217,1.739,2.609,1.739,6.957,0.27,0.104,0.374,0.443,0.313,0.426,0.228,0.158,0.184,0.132,0.132,2.57,0.857,1.285,3.427,0
Negative_278,4.478,3.912,5.962,2.994,6.879,0.315,0.092,0.376,0.46,0.324,0.442,0.246,0.156,0.216,0.144,0.173,2.39,2.088,3.182,3.671,0
Negative_1305,2.682,0.766,6.513,6.897,6.13,0.391,0.077,0.456,0.49,0.383,0.471,0.15,0.135,0.096,0.088,0.092,1.671,0.477,4.057,3.819,0
Positive_787,2.838,2.402,3.93,9.389,4.585,0.227,0.085,0.303,0.356,0.417,0.325,0.304,0.133,0.243,0.182,0.223,1.489,1.26,2.062,2.405,1
Negative_488,3.396,3.019,5.66,6.415,6.038,0.26,0.113,0.374,0.438,0.377,0.423,0.258,0.159,0.163,0.152,0.148,1.835,1.631,3.058,3.263,0
Negative_38,1.843,1.152,3.687,1.613,12.212,0.389,0.078,0.426,0.456,0.353,0.498,0.162,0.139,0.178,0.157,0.118,1.064,0.665,2.129,7.051,0
Negative_970,2.55,1.133,1.7,1.983,11.331,0.357,0.057,0.436,0.473,0.371,0.473,0.222,0.102,0.182,0.125,0.162,1.431,0.636,0.954,6.358,0
Negative_240,5.809,3.32,1.452,6.639,5.809,0.305,0.139,0.367,0.459,0.274,0.413,0.216,0.21,0.187,0.158,0.158,2.931,1.675,0.733,2.931,0
Positive_21,3.307,3.307,5.253,5.058,6.031,0.274,0.095,0.323,0.389,0.346,0.385,0.261,0.148,0.244,0.158,0.191,1.715,1.715,2.724,3.128,1
Positive_611,4.455,3.465,3.465,7.921,2.97,0.218,0.124,0.317,0.396,0.376,0.351,0.269,0.209,0.224,0.154,0.194,2.305,1.793,1.793,1.537,1
Positive_948,1.575,1.969,6.299,2.756,6.693,0.264,0.043,0.354,0.39,0.327,0.445,0.19,0.079,0.158,0.162,0.123,0.81,1.012,3.239,3.441,1
Negative_48,3.158,7.368,3.158,2.105,8.421,0.326,0.074,0.326,0.432,0.337,0.411,0.213,0.138,0.202,0.17,0.138,1.713,3.996,1.713,4.567,0
Negative_506,5.263,2.851,1.535,8.991,8.553,0.241,0.121,0.349,0.43,0.316,0.377,0.273,0.158,0.207,0.156,0.189,2.689,1.457,0.784,4.37,0
Negative_775,5.743,2.365,1.351,1.014,5.743,0.196,0.125,0.392,0.473,0.318,0.429,0.312,0.197,0.18,0.156,0.163,2.719,1.12,0.64,2.719,0
Positive_939,4.371,1.279,5.65,5.757,4.158,0.259,0.107,0.318,0.374,0.361,0.369,0.238,0.146,0.207,0.185,0.174,2.199,0.644,2.843,2.092,1
Positive_436,7.556,3.556,5.778,8.0,4.0,0.218,0.151,0.213,0.324,0.369,0.271,0.357,0.232,0.339,0.237,0.308,3.661,1.723,2.8,1.938,1
Positive_774,3.608,1.546,10.825,7.216,4.124,0.284,0.093,0.309,0.361,0.371,0.381,0.218,0.135,0.176,0.155,0.161,1.884,0.807,5.654,2.154,1
Negative_492,1.587,0.0,1.587,3.175,7.937,0.397,0.079,0.381,0.397,0.397,0.429,0.161,0.161,0.161,0.145,0.145,0.905,0.0,0.905,4.526,0
Positive_494,5.683,1.759,4.871,7.037,5.277,0.231,0.134,0.295,0.369,0.368,0.344,0.31,0.202,0.256,0.182,0.226,2.835,0.878,2.43,2.633,1
Positive_249,4.825,2.632,3.947,3.947,6.579,0.289,0.127,0.355,0.43,0.32,0.408,0.229,0.137,0.181,0.167,0.15,2.37,1.293,1.939,3.231,1
Negative_505,3.68,2.88,2.56,4.48,8.64,0.258,0.11,0.36,0.426,0.35,0.41,0.272,0.179,0.212,0.155,0.183,1.865,1.46,1.297,4.379,0
Negative_319,1.835,0.0,1.835,2.752,9.174,0.358,0.083,0.376,0.394,0.303,0.477,0.185,0.093,0.148,0.185,0.111,0.926,0.0,0.926,4.631,0
Positive_1125,4.317,1.583,4.748,4.029,6.043,0.271,0.092,0.363,0.422,0.318,0.413,0.238,0.138,0.205,0.166,0.176,2.145,0.787,2.359,3.003,1
Positive_358,4.023,1.916,5.556,6.513,5.364,0.268,0.098,0.37,0.429,0.333,0.425,0.228,0.138,0.207,0.14,0.169,2.086,0.993,2.88,2.781,1
Negative_823,1.087,0.0,2.174,6.522,7.609,0.239,0.022,0.402,0.413,0.293,0.435,0.253,0.044,0.143,0.143,0.121,0.491,0.0,0.983,3.439,0
Negative_259,3.011,2.694,3.17,4.596,9.826,0.279,0.113,0.387,0.444,0.363,0.429,0.24,0.16,0.184,0.149,0.159,1.582,1.416,1.666,5.163,0
Negative_511,1.873,2.996,2.622,3.371,10.112,0.419,0.067,0.498,0.547,0.281,0.551,0.132,0.102,0.113,0.113,0.098,1.078,1.724,1.509,5.82,0
Positive_1013,5.383,0.621,4.141,7.039,6.418,0.304,0.104,0.348,0.408,0.288,0.431,0.243,0.149,0.222,0.176,0.17,2.709,0.312,2.084,3.23,1
Negative_688,4.225,2.817,3.756,2.817,7.981,0.324,0.099,0.324,0.394,0.362,0.39,0.274,0.17,0.264,0.189,0.226,2.158,1.439,1.918,4.077,0
Positive_1203,4.766,2.574,5.434,7.15,4.385,0.255,0.096,0.242,0.316,0.43,0.301,0.323,0.16,0.32,0.222,0.28,2.519,1.36,2.872,2.317,1
Positive_1138,5.063,2.108,4.821,6.686,4.53,0.248,0.122,0.28,0.351,0.391,0.33,0.273,0.182,0.261,0.193,0.227,2.573,1.071,2.45,2.302,1
Positive_145,5.687,0.711,4.976,3.791,4.739,0.237,0.121,0.379,0.443,0.353,0.429,0.28,0.207,0.192,0.138,0.166,2.869,0.359,2.51,2.391,1
Negative_166,4.42,1.105,1.842,2.21,9.392,0.284,0.149,0.413,0.468,0.39,0.449,0.212,0.221,0.151,0.105,0.124,2.49,0.623,1.038,5.291,0
Negative_336,1.786,0.595,2.381,1.19,17.857,0.417,0.03,0.542,0.565,0.25,0.625,0.15,0.06,0.096,0.096,0.06,1.085,0.362,1.447,10.851,0
Negative_334,0.0,1.053,5.263,6.316,21.053,0.474,0.042,0.474,0.484,0.316,0.526,0.191,0.085,0.16,0.149,0.149,0.0,0.645,3.222,12.89,0
Positive_668,2.871,1.914,4.785,11.483,7.177,0.211,0.11,0.268,0.316,0.388,0.311,0.308,0.163,0.284,0.197,0.245,1.404,0.936,2.34,3.51,1
Positive_46,3.008,3.195,5.263,7.143,5.639,0.291,0.079,0.333,0.395,0.346,0.389,0.209,0.098,0.169,0.164,0.139,1.584,1.682,2.771,2.969,1
Negative_805,2.956,0.985,3.941,5.419,9.36,0.392,0.064,0.419,0.458,0.315,0.493,0.193,0.109,0.17,0.141,0.146,1.682,0.561,2.243,5.326,0
Negative_608,2.4,8.8,0.8,4.0,5.6,0.264,0.056,0.32,0.432,0.36,0.368,0.185,0.081,0.194,0.169,0.161,1.328,4.868,0.443,3.098,0
Positive_680,5.319,1.596,5.142,4.965,4.61,0.243,0.106,0.355,0.424,0.319,0.415,0.281,0.162,0.211,0.172,0.176,2.589,0.777,2.503,2.244,1
Negative_466,2.873,3.707,3.522,2.41,7.6,0.286,0.065,0.391,0.457,0.36,0.436,0.213,0.105,0.15,0.123,0.127,1.593,2.055,1.952,4.213,0
Positive_226,5.587,1.7,4.372,4.13,6.397,0.238,0.12,0.351,0.423,0.321,0.415,0.256,0.168,0.216,0.169,0.176,2.742,0.834,2.146,3.14,1
Positive_207,2.99,2.658,4.319,6.977,3.322,0.252,0.063,0.362,0.419,0.309,0.419,0.217,0.11,0.203,0.17,0.173,1.57,1.395,2.267,1.744,1
Positive_971,7.375,0.59,5.015,6.195,5.31,0.233,0.145,0.277,0.357,0.372,0.324,0.302,0.175,0.281,0.222,0.234,3.524,0.282,2.396,2.537,1
Negative_68,3.226,1.613,0.0,0.806,17.742,0.403,0.073,0.597,0.645,0.242,0.637,0.114,0.13,0.057,0.057,0.041,1.94,0.97,0.0,10.672,0
Positive_575,4.822,1.269,4.569,3.046,4.315,0.223,0.135,0.32,0.381,0.368,0.383,0.298,0.204,0.237,0.209,0.196,2.259,0.595,2.14,2.022,1
Positive_1155,5.62,2.175,5.511,6.091,3.59,0.227,0.139,0.256,0.334,0.42,0.307,0.28,0.197,0.263,0.211,0.227,2.889,1.118,2.833,1.845,1
Positive_1096,4.566,1.826,5.784,5.784,5.175,0.239,0.126,0.323,0.387,0.381,0.379,0.293,0.207,0.25,0.171,0.209,2.285,0.914,2.894,2.59,1
Negative_1278,2.603,2.603,2.82,2.82,3.037,0.26,0.059,0.297,0.349,0.362,0.377,0.2,0.096,0.207,0.191,0.157,1.35,1.35,1.463,1.575,0
Negative_1266,2.5,3.158,2.632,1.579,8.684,0.276,0.07,0.353,0.409,0.368,0.42,0.202,0.117,0.192,0.175,0.142,1.314,1.659,1.383,4.563,0
Negative_107,3.723,3.191,4.787,4.255,6.383,0.293,0.112,0.324,0.394,0.351,0.394,0.219,0.182,0.241,0.203,0.187,1.965,1.684,2.526,3.368,0
Positive_746,5.067,1.333,4.533,8.8,4.533,0.211,0.152,0.267,0.331,0.387,0.339,0.332,0.209,0.289,0.211,0.241,2.489,0.655,2.227,2.227,1
Negative_1009,0.0,3.704,8.642,3.704,8.642,0.272,0.012,0.272,0.309,0.395,0.346,0.1,0.025,0.113,0.2,0.062,0.0,2.112,4.929,4.929,0
Negative_51,2.899,4.348,4.348,0.0,4.348,0.377,0.058,0.29,0.362,0.391,0.362,0.176,0.088,0.235,0.206,0.206,1.793,2.69,2.69,2.69,0
Positive_960,4.596,1.97,7.879,6.061,3.99,0.233,0.119,0.275,0.341,0.388,0.318,0.263,0.174,0.225,0.205,0.204,2.398,1.028,4.111,2.082,1
Negative_877,4.042,2.246,1.796,1.946,6.437,0.235,0.12,0.374,0.437,0.337,0.421,0.307,0.208,0.231,0.157,0.193,1.997,1.11,0.887,3.18,0
Positive_1133,6.034,0.862,8.621,6.034,6.897,0.224,0.103,0.353,0.422,0.379,0.371,0.296,0.139,0.243,0.139,0.235,3.315,0.474,4.737,3.789,1
Negative_1029,7.692,3.297,6.593,4.396,3.297,0.275,0.132,0.341,0.451,0.407,0.385,0.211,0.222,0.167,0.111,0.144,4.5,1.929,3.857,1.929,0
Negative_195,4.237,3.39,12.712,3.39,5.085,0.263,0.068,0.288,0.364,0.39,0.347,0.179,0.103,0.154,0.137,0.137,2.294,1.836,6.883,2.753,0
Negative_243,3.448,1.149,5.747,9.195,11.494,0.253,0.103,0.368,0.414,0.31,0.402,0.302,0.186,0.256,0.186,0.221,1.749,0.583,2.916,5.832,0
Negative_156,0.592,2.367,5.325,3.55,5.325,0.302,0.036,0.343,0.373,0.361,0.414,0.179,0.048,0.185,0.185,0.131,0.319,1.277,2.873,2.873,0
Negative_1201,4.068,5.085,3.39,1.017,8.136,0.312,0.064,0.431,0.522,0.292,0.478,0.214,0.116,0.139,0.126,0.119,2.26,2.825,1.883,4.519,0
Positive_1197,5.858,3.766,5.439,5.439,3.766,0.209,0.13,0.268,0.364,0.347,0.347,0.303,0.193,0.227,0.218,0.185,2.735,1.758,2.539,1.758,1
Negative_117,4.293,2.862,3.657,2.067,10.016,0.299,0.084,0.377,0.448,0.318,0.448,0.225,0.139,0.207,0.166,0.158,2.194,1.462,1.869,5.118,0
Positive_604,5.137,1.895,7.182,6.584,3.691,0.241,0.121,0.275,0.346,0.387,0.315,0.256,0.175,0.229,0.203,0.208,2.715,1.002,3.796,1.951,1
Negative_1207,3.463,1.732,4.762,2.165,6.277,0.294,0.069,0.368,0.42,0.34,0.433,0.193,0.104,0.163,0.165,0.13,1.793,0.897,2.465,3.249,0
Positive_539,5.782,0.642,5.353,4.711,6.638,0.278,0.105,0.323,0.388,0.328,0.396,0.249,0.161,0.24,0.172,0.182,2.918,0.324,2.701,3.35,1
Positive_225,4.802,0.847,4.52,7.345,3.955,0.26,0.105,0.305,0.362,0.376,0.362,0.283,0.161,0.227,0.198,0.178,2.46,0.434,2.316,2.026,1
Negative_270,4.969,3.416,5.59,4.037,6.211,0.261,0.109,0.304,0.388,0.363,0.363,0.296,0.196,0.28,0.184,0.221,2.547,1.751,2.866,3.184,0
Positive_1150,5.778,1.778,4.222,3.556,4.444,0.28,0.14,0.318,0.393,0.36,0.38,0.272,0.214,0.265,0.174,0.212,2.97,0.914,2.17,2.284,1
Negative_691,1.899,5.063,7.595,7.595,4.43,0.234,0.089,0.247,0.316,0.424,0.304,0.223,0.121,0.191,0.204,0.166,0.978,2.609,3.913,2.283,0
Negative_161,4.965,1.418,1.418,4.255,6.383,0.298,0.113,0.376,0.44,0.333,0.418,0.2,0.164,0.179,0.107,0.15,2.706,0.773,0.773,3.478,0
Positive_1058,3.612,2.709,7.675,5.192,6.095,0.305,0.07,0.293,0.357,0.363,0.363,0.21,0.104,0.201,0.192,0.161,1.938,1.454,4.119,3.271,1
Negative_109,3.93,6.114,4.803,3.493,6.114,0.249,0.066,0.349,0.45,0.376,0.389,0.25,0.114,0.189,0.092,0.167,2.234,3.476,2.73,3.476,0
Positive_62,6.702,1.411,7.76,2.998,4.938,0.243,0.118,0.379,0.46,0.349,0.432,0.279,0.187,0.221,0.131,0.184,3.535,0.744,4.093,2.605,1
Positive_722,5.035,2.385,6.714,6.979,4.505,0.255,0.126,0.257,0.331,0.387,0.33,0.27,0.189,0.282,0.213,0.226,2.52,1.194,3.361,2.255,1
Negative_1061,3.571,1.786,5.357,0.0,14.286,0.357,0.071,0.411,0.464,0.268,0.429,0.145,0.109,0.145,0.127,0.127,1.694,0.847,2.541,6.776,0
Positive_904,4.26,2.231,6.288,2.231,6.491,0.233,0.108,0.318,0.383,0.418,0.363,0.248,0.177,0.197,0.157,0.173,2.201,1.153,3.249,3.354,1
Negative_900,0.0,15.278,0.0,11.111,38.889,0.514,0.028,0.458,0.611,0.222,0.5,0.127,0.056,0.169,0.042,0.127,0.0,10.845,0.0,27.605,0
Negative_853,1.543,2.469,4.012,1.543,6.173,0.21,0.074,0.367,0.407,0.438,0.401,0.176,0.127,0.149,0.142,0.118,0.87,1.392,2.262,3.481,0
Negative_552,3.269,1.337,1.337,4.755,6.241,0.254,0.129,0.426,0.473,0.336,0.453,0.269,0.17,0.18,0.162,0.164,1.669,0.683,0.683,3.187,0
Positive_1211,5.814,1.744,6.977,3.779,3.488,0.23,0.113,0.352,0.427,0.337,0.413,0.262,0.178,0.192,0.14,0.16,2.886,0.866,3.463,1.731,1
Negative_671,5.357,3.571,2.679,4.464,8.036,0.312,0.071,0.402,0.491,0.25,0.446,0.18,0.09,0.153,0.126,0.117,2.765,1.843,1.383,4.148,0
Positive_401,5.66,1.048,5.87,3.774,5.031,0.249,0.08,0.365,0.432,0.352,0.411,0.263,0.143,0.229,0.166,0.2,2.929,0.542,3.038,2.604,1
Negative_971,3.552,1.599,2.487,1.421,7.815,0.311,0.083,0.4,0.451,0.345,0.465,0.208,0.137,0.173,0.155,0.13,1.869,0.842,1.309,4.113,0
Negative_860,4.416,1.656,3.155,3.076,9.069,0.364,0.078,0.41,0.471,0.336,0.478,0.189,0.109,0.184,0.137,0.147,2.518,0.944,1.799,5.171,0
Negative_362,4.612,1.699,1.942,3.641,10.437,0.262,0.133,0.405,0.468,0.303,0.449,0.26,0.219,0.17,0.146,0.141,2.233,0.823,0.94,5.054,0
Negative_519,4.348,4.969,3.106,4.348,12.422,0.273,0.081,0.46,0.553,0.28,0.509,0.25,0.15,0.206,0.106,0.194,2.432,2.78,1.737,6.949,0
Negative_651,4.636,2.649,3.311,4.857,7.726,0.34,0.097,0.404,0.477,0.322,0.446,0.201,0.144,0.146,0.142,0.124,2.5,1.429,1.786,4.167,0
Positive_148,2.861,3.577,7.01,5.579,4.721,0.276,0.076,0.309,0.373,0.383,0.362,0.244,0.13,0.245,0.181,0.211,1.537,1.921,3.765,2.536,1
Positive_801,4.569,1.129,4.671,4.055,8.265,0.294,0.117,0.356,0.413,0.355,0.411,0.253,0.182,0.222,0.181,0.18,2.313,0.572,2.365,4.184,1
Positive_231,5.445,1.996,6.352,6.715,5.808,0.243,0.129,0.336,0.41,0.367,0.376,0.275,0.187,0.231,0.167,0.198,2.777,1.018,3.239,2.962,1
Negative_473,3.571,2.211,3.741,2.381,6.633,0.264,0.088,0.395,0.452,0.321,0.435,0.199,0.102,0.14,0.133,0.107,1.807,1.119,1.893,3.356,0
Negative_1033,3.094,1.125,5.626,6.751,8.017,0.329,0.082,0.428,0.47,0.352,0.467,0.207,0.125,0.17,0.148,0.147,1.782,0.648,3.24,4.616,0
