id,N,D,C,I,K,F,P,S,APAAC3,APAAC4,APAAC5,APAAC6,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD2001,_SolventAccessibilityD1001,_SecondaryStrD2001,_ChargeD2001,_ChargeD3001,_NormalizedVDWVD2001,DI,IA,ID,PS,PAAC4,PAAC5,PAAC10,PAAC12,PAAC15,PAAC16,PAAC22,label
Positive_97,3.54,3.717,1.239,2.92,7.257,2.566,7.965,10.619,2.658,2.791,0.93,5.98,0.23,0.311,0.307,0.336,0.754,0.117,0.407,0.332,0.457,0.313,0.23,0.311,0.455,0.228,0.217,0.19,0.036,0.173,0.176,0.16,0.151,0.177,0.177,0.354,0.088,0.265,0.177,0.35,0.18,0.09,1.06,1.928,0.643,1.515,3.764,4.131,5.508,5.026,1
Negative_588,2.381,2.679,2.083,4.464,2.381,7.143,8.333,6.845,2.851,3.208,2.495,4.634,0.259,0.235,0.271,0.289,0.845,0.065,0.33,0.283,0.378,0.363,0.259,0.235,0.396,0.26,0.284,0.23,0.018,0.107,0.233,0.188,0.182,0.893,1.786,3.571,0.298,8.036,0.893,0.6,0.3,0.0,0.3,1.36,1.057,2.266,1.209,4.23,3.475,4.713,0
Positive_967,4.192,4.75,1.118,4.551,4.391,4.99,6.866,6.547,1.743,1.975,0.465,2.655,0.278,0.32,0.273,0.301,0.764,0.111,0.335,0.347,0.394,0.328,0.278,0.32,0.392,0.226,0.217,0.194,0.031,0.151,0.181,0.181,0.151,0.279,0.08,0.16,0.04,0.24,0.279,0.28,0.4,0.16,0.52,2.45,0.577,2.347,2.265,3.541,3.377,5.031,1
Negative_837,1.449,5.797,1.449,4.348,4.348,1.449,2.899,7.246,1.059,4.238,1.059,5.297,0.246,0.406,0.217,0.246,0.667,0.13,0.29,0.406,0.362,0.391,0.246,0.406,0.29,0.426,0.162,0.324,0.044,0.191,0.324,0.25,0.324,8.696,8.696,4.348,1.449,2.899,8.696,0.0,0.0,0.0,0.0,2.659,0.665,1.995,1.995,1.33,3.324,5.858,0
Positive_239,2.612,5.806,2.032,4.499,7.837,5.225,4.499,5.951,2.138,4.753,1.664,7.129,0.302,0.36,0.234,0.248,0.713,0.145,0.253,0.39,0.331,0.367,0.302,0.36,0.315,0.314,0.199,0.25,0.038,0.212,0.282,0.206,0.244,0.581,0.29,1.016,0.145,0.435,0.581,0.15,0.0,0.15,0.15,2.841,0.994,2.202,3.835,2.202,2.912,5.341,1
Positive_826,8.533,7.485,0.0,9.281,13.623,2.395,2.545,6.437,6.506,5.707,0.0,4.68,0.289,0.412,0.231,0.319,0.708,0.136,0.24,0.428,0.314,0.397,0.289,0.412,0.311,0.292,0.184,0.216,0.054,0.172,0.297,0.201,0.231,0.599,0.599,0.599,0.15,4.042,0.599,0.75,0.3,0.9,0.45,3.793,0.0,4.703,6.903,1.29,3.262,5.05,1
Positive_586,6.54,6.54,0.545,7.629,9.537,5.722,3.542,2.997,6.673,6.673,0.556,7.507,0.324,0.373,0.229,0.259,0.728,0.139,0.223,0.403,0.294,0.381,0.324,0.373,0.327,0.284,0.169,0.251,0.049,0.199,0.32,0.238,0.232,1.362,1.362,0.545,0.272,0.817,1.362,0.0,0.0,0.55,0.0,3.189,0.266,3.72,4.65,1.727,1.461,5.47,1
Negative_1205,2.778,0.0,1.389,0.0,1.389,6.944,11.111,2.778,1.683,0.0,0.841,0.841,0.319,0.25,0.264,0.236,0.819,0.014,0.375,0.278,0.389,0.292,0.319,0.25,0.431,0.197,0.254,0.183,0.0,0.028,0.169,0.169,0.141,2.778,4.167,11.111,1.389,59.722,4.167,0.0,0.0,0.0,0.0,0.0,0.661,0.0,0.661,5.285,1.321,5.206,0
Positive_591,3.712,4.47,0.985,5.227,3.03,2.197,5.379,5.303,3.979,4.791,1.056,7.308,0.195,0.302,0.225,0.262,0.791,0.113,0.356,0.32,0.411,0.394,0.195,0.302,0.404,0.291,0.227,0.229,0.027,0.175,0.2,0.166,0.171,0.606,0.152,0.227,0.076,0.833,0.606,0.23,0.83,0.45,0.15,2.261,0.498,2.644,1.533,2.721,2.683,5.185,1
Positive_453,4.63,4.424,2.16,3.807,4.218,4.012,6.173,8.23,3.978,3.801,1.856,4.861,0.225,0.282,0.28,0.306,0.816,0.101,0.332,0.311,0.398,0.377,0.225,0.282,0.398,0.255,0.246,0.233,0.02,0.162,0.229,0.165,0.183,0.309,0.206,0.514,0.103,2.469,0.514,0.21,0.1,0.1,0.51,2.349,1.147,2.022,2.24,3.278,4.37,4.583,1
Negative_46,5.714,0.0,0.0,1.905,9.524,0.0,7.619,8.571,2.774,0.0,0.0,4.624,0.295,0.343,0.39,0.219,0.752,0.095,0.362,0.381,0.362,0.343,0.295,0.343,0.41,0.135,0.231,0.221,0.0,0.135,0.173,0.192,0.163,1.905,9.524,12.381,0.952,4.762,1.905,0.0,0.0,0.0,0.96,0.0,0.0,1.067,5.333,4.267,4.8,4.536,0
Negative_1056,3.893,5.503,2.819,3.49,4.295,4.966,5.638,10.067,3.881,5.487,2.811,4.684,0.239,0.263,0.319,0.317,0.812,0.102,0.352,0.293,0.435,0.326,0.239,0.263,0.415,0.22,0.298,0.251,0.016,0.164,0.226,0.159,0.181,0.403,0.268,0.403,0.134,5.369,0.671,0.0,0.0,0.54,0.4,2.943,1.508,1.866,2.297,3.015,5.384,4.487,0
Positive_794,5.143,3.429,2.857,5.714,3.143,6.857,3.429,6.571,2.844,1.896,1.58,1.422,0.269,0.214,0.254,0.234,0.857,0.06,0.266,0.243,0.329,0.403,0.269,0.214,0.331,0.198,0.241,0.292,0.011,0.092,0.195,0.192,0.163,0.857,1.143,1.143,0.286,1.714,0.857,0.0,0.29,0.0,0.0,1.816,1.513,3.026,1.664,1.816,3.48,4.814,1
Negative_275,3.03,2.273,1.515,1.515,1.515,3.788,11.364,7.576,1.556,1.167,0.778,2.724,0.189,0.235,0.311,0.311,0.826,0.076,0.432,0.25,0.47,0.341,0.189,0.235,0.47,0.137,0.26,0.183,0.0,0.092,0.107,0.115,0.099,2.273,1.515,3.788,0.758,20.455,3.788,0.0,0.0,0.0,0.0,1.254,0.836,0.836,0.836,6.268,4.178,4.558,0
Negative_993,4.8,0.8,1.6,4.8,2.4,4.8,7.2,6.4,5.711,0.952,1.904,16.181,0.232,0.312,0.256,0.256,0.76,0.144,0.28,0.344,0.304,0.464,0.232,0.312,0.32,0.347,0.234,0.29,0.0,0.226,0.323,0.202,0.29,2.4,2.4,4.0,0.8,23.2,2.4,0.0,0.0,0.0,0.0,0.4,0.8,2.399,1.199,3.598,3.198,5.222,0
Positive_242,3.783,6.383,2.128,7.329,5.674,4.255,6.856,5.201,4.891,8.252,2.751,7.335,0.291,0.314,0.277,0.279,0.752,0.121,0.312,0.343,0.397,0.312,0.291,0.314,0.378,0.275,0.237,0.251,0.028,0.178,0.261,0.171,0.192,0.473,0.473,0.946,0.236,3.546,0.473,0.47,0.0,0.71,0.0,3.075,1.025,3.531,2.734,3.303,2.506,5.567,1
Negative_128,1.19,4.762,0.0,1.19,2.381,3.571,8.929,16.071,0.915,3.663,0.0,5.952,0.256,0.321,0.351,0.423,0.756,0.125,0.47,0.357,0.518,0.226,0.256,0.321,0.518,0.21,0.198,0.138,0.018,0.162,0.138,0.12,0.132,1.786,1.19,1.19,0.595,3.571,1.786,0.0,0.0,0.0,2.99,2.311,0.0,0.577,1.155,4.333,7.798,5.136,0
Negative_69,2.941,6.618,1.471,2.941,2.206,3.676,5.882,6.618,3.505,7.888,1.753,11.393,0.213,0.331,0.199,0.294,0.728,0.162,0.316,0.353,0.397,0.39,0.213,0.331,0.353,0.326,0.163,0.2,0.037,0.23,0.222,0.17,0.207,3.676,1.471,1.471,0.735,18.382,3.676,0.0,0.74,0.0,0.0,3.145,0.699,1.398,1.048,2.796,3.145,5.727,0
Positive_38,3.077,4.176,3.956,5.495,6.593,3.077,8.791,8.791,2.162,2.935,2.78,4.633,0.231,0.29,0.338,0.305,0.778,0.108,0.356,0.321,0.437,0.332,0.231,0.29,0.411,0.209,0.236,0.231,0.024,0.174,0.214,0.152,0.183,1.758,1.099,0.44,0.22,13.626,2.198,0.22,0.22,0.0,1.98,2.285,2.164,3.006,3.607,4.81,4.81,4.716,1
Negative_618,5.155,2.577,3.351,3.351,4.639,3.093,9.021,5.155,3.914,1.957,2.544,2.74,0.211,0.273,0.304,0.258,0.845,0.062,0.407,0.299,0.466,0.322,0.211,0.273,0.454,0.248,0.295,0.253,0.021,0.103,0.22,0.158,0.178,0.773,0.515,0.773,0.258,2.577,0.773,0.0,0.26,0.26,0.78,1.474,1.917,1.917,2.653,5.16,2.948,4.224,0
Negative_1140,0.0,4.412,29.412,0.0,11.765,0.0,5.882,10.294,0.0,3.042,20.277,8.111,0.132,0.294,0.221,0.279,0.721,0.162,0.382,0.294,0.721,0.147,0.132,0.294,0.382,0.373,0.284,0.224,0.045,0.284,0.209,0.03,0.209,4.412,8.824,7.353,1.471,2.941,5.882,0.0,0.0,0.0,1.49,2.705,18.03,0.0,7.212,3.606,6.31,3.948,0
Negative_397,1.182,4.492,1.891,1.891,5.437,1.418,5.674,7.801,0.787,2.991,1.259,6.296,0.217,0.314,0.251,0.284,0.738,0.139,0.381,0.348,0.444,0.338,0.217,0.314,0.435,0.277,0.246,0.154,0.009,0.199,0.166,0.128,0.133,0.473,0.473,0.946,0.236,2.364,0.473,0.0,0.0,0.0,0.0,2.306,0.971,0.971,2.791,2.913,4.004,4.589,0
Positive_102,3.155,5.136,2.715,3.742,4.109,3.228,5.356,8.584,2.39,3.891,2.057,5.669,0.238,0.306,0.263,0.286,0.766,0.126,0.324,0.334,0.403,0.36,0.238,0.306,0.383,0.269,0.244,0.22,0.026,0.189,0.22,0.159,0.182,0.147,0.293,0.587,0.073,1.394,0.147,0.22,0.15,0.07,0.44,2.587,1.367,1.885,2.069,2.697,4.323,5.034,1
Negative_570,2.532,0.0,18.987,0.0,0.0,3.797,1.266,11.392,1.807,0.0,13.548,0.0,0.278,0.063,0.354,0.506,0.962,0.0,0.506,0.076,0.696,0.025,0.278,0.063,0.696,0.051,0.526,0.064,0.0,0.0,0.077,0.013,0.038,2.532,2.532,2.532,1.266,0.0,5.063,0.0,0.0,0.0,0.0,0.0,10.339,0.0,0.0,0.689,6.203,3.907,0
Positive_952,3.799,6.784,3.256,5.02,7.463,5.02,5.02,4.749,2.635,4.706,2.259,4.801,0.271,0.357,0.216,0.273,0.73,0.137,0.267,0.385,0.368,0.361,0.271,0.357,0.32,0.307,0.174,0.236,0.026,0.189,0.26,0.194,0.23,0.271,0.271,0.271,0.136,1.9,0.271,0.0,0.54,0.41,0.27,3.399,1.631,2.515,3.739,2.515,2.379,5.075,1
Positive_25,8.553,3.947,1.316,5.921,4.605,3.289,7.895,4.605,8.498,3.922,1.308,4.575,0.197,0.329,0.25,0.27,0.816,0.086,0.289,0.349,0.342,0.461,0.197,0.329,0.316,0.311,0.238,0.219,0.007,0.139,0.265,0.179,0.245,2.632,2.632,3.947,0.658,26.316,2.632,0.66,0.0,0.66,0.0,2.144,0.715,3.216,2.501,4.288,2.501,5.024,1
Negative_1224,4.487,4.487,4.487,6.41,3.205,3.846,8.974,7.692,4.203,4.203,4.203,6.605,0.218,0.256,0.417,0.288,0.801,0.115,0.385,0.282,0.474,0.308,0.218,0.256,0.429,0.148,0.239,0.284,0.006,0.213,0.174,0.123,0.135,1.282,1.923,1.923,0.641,14.744,1.282,0.65,0.0,0.0,1.94,2.513,2.513,3.59,1.795,5.026,4.308,4.472,0
Negative_297,3.401,4.989,4.989,4.535,5.215,3.628,6.122,9.07,2.472,3.626,3.626,4.944,0.222,0.324,0.265,0.288,0.769,0.118,0.308,0.345,0.408,0.37,0.222,0.324,0.37,0.241,0.241,0.227,0.036,0.145,0.218,0.164,0.191,0.454,0.454,2.721,0.227,5.896,0.454,0.23,0.23,0.23,0.68,2.605,2.605,2.368,2.723,3.197,4.736,4.927,0
Positive_482,4.032,2.218,1.21,6.653,4.032,6.452,4.435,10.282,1.949,1.072,0.585,2.144,0.248,0.204,0.3,0.258,0.873,0.067,0.321,0.214,0.355,0.397,0.248,0.204,0.395,0.19,0.257,0.271,0.01,0.107,0.186,0.168,0.158,0.605,0.605,0.605,0.202,0.403,1.613,0.0,1.01,0.0,1.01,1.236,0.674,3.708,2.247,2.472,5.731,4.353,1
Positive_39,4.938,4.444,5.926,2.716,6.049,2.593,8.519,6.914,4.634,4.171,5.562,6.489,0.242,0.314,0.31,0.325,0.774,0.114,0.352,0.343,0.456,0.302,0.242,0.314,0.419,0.241,0.209,0.222,0.021,0.177,0.221,0.14,0.172,0.247,0.741,0.741,0.123,0.247,0.247,0.37,0.12,0.0,1.11,2.315,3.088,1.415,3.152,4.438,3.602,4.606,1
Negative_548,3.645,4.299,2.056,2.897,4.673,3.458,8.692,9.252,3.541,4.176,1.997,4.539,0.204,0.298,0.307,0.335,0.824,0.09,0.402,0.323,0.465,0.331,0.204,0.298,0.446,0.237,0.237,0.195,0.019,0.144,0.185,0.138,0.162,0.28,0.28,0.187,0.093,0.748,0.654,0.19,0.37,0.28,1.03,2.348,1.123,1.582,2.552,4.747,5.052,4.631,0
Negative_1168,3.571,3.125,1.786,1.786,3.571,3.125,9.821,11.161,2.206,1.93,1.103,3.033,0.228,0.25,0.335,0.344,0.812,0.08,0.397,0.272,0.446,0.326,0.228,0.25,0.433,0.193,0.283,0.22,0.027,0.117,0.166,0.112,0.148,6.25,1.339,0.893,0.446,20.536,6.25,0.0,0.0,0.0,0.9,1.64,0.937,0.937,1.874,5.155,5.858,4.763,0
Positive_639,6.377,6.649,1.764,5.97,7.056,5.699,4.885,4.206,6.82,7.111,1.887,6.53,0.289,0.336,0.232,0.29,0.757,0.128,0.252,0.368,0.336,0.374,0.289,0.336,0.33,0.289,0.192,0.234,0.031,0.189,0.273,0.234,0.221,0.543,0.271,0.543,0.136,3.664,0.814,0.54,0.54,0.27,0.14,3.291,0.873,2.955,3.492,2.418,2.082,5.318,1
Negative_947,2.326,3.488,1.744,6.395,1.744,4.07,8.14,5.233,1.612,2.417,1.209,2.417,0.221,0.227,0.244,0.337,0.837,0.07,0.424,0.238,0.477,0.302,0.221,0.227,0.465,0.234,0.234,0.228,0.018,0.076,0.181,0.158,0.152,1.163,2.907,2.326,0.581,1.163,1.163,0.0,0.0,0.58,1.17,1.758,0.879,3.223,0.879,4.103,2.638,5.0,0
Negative_360,2.85,5.959,4.404,3.368,4.663,4.663,6.995,9.326,3.706,7.749,5.727,8.423,0.241,0.29,0.269,0.308,0.772,0.124,0.308,0.311,0.412,0.347,0.241,0.29,0.36,0.239,0.257,0.239,0.026,0.182,0.239,0.169,0.205,1.036,0.518,1.036,0.259,2.073,1.036,0.52,0.26,0.0,0.78,2.995,2.214,1.693,2.344,3.516,4.687,4.948,0
Positive_450,2.709,3.202,1.97,4.187,7.635,4.187,5.911,4.433,2.745,3.244,1.996,9.982,0.261,0.323,0.219,0.254,0.744,0.131,0.333,0.347,0.384,0.355,0.261,0.323,0.387,0.311,0.188,0.244,0.032,0.21,0.247,0.21,0.205,0.493,0.985,0.985,0.246,3.695,0.985,0.49,1.23,0.25,0.49,1.578,0.971,2.064,3.763,2.914,2.185,5.368,1
Positive_1030,3.757,7.514,1.156,6.069,9.249,3.179,2.312,5.491,3.307,6.614,1.018,6.614,0.254,0.373,0.214,0.249,0.702,0.15,0.295,0.387,0.382,0.364,0.254,0.373,0.341,0.31,0.159,0.258,0.029,0.209,0.249,0.186,0.217,1.156,0.578,1.156,0.289,1.734,1.156,1.45,0.0,0.58,0.29,3.719,0.572,3.004,4.578,1.144,2.718,5.452,1
Negative_844,0.629,3.774,1.887,1.887,5.031,1.887,25.157,3.774,0.455,2.731,1.365,1.365,0.333,0.201,0.541,0.428,0.836,0.057,0.491,0.233,0.547,0.119,0.333,0.201,0.553,0.101,0.316,0.146,0.025,0.076,0.12,0.07,0.082,1.258,2.516,2.516,0.629,4.403,8.176,0.0,0.0,0.63,1.27,2.199,1.099,1.099,2.931,14.655,2.199,4.955,0
Negative_628,5.405,9.189,0.541,2.703,6.486,3.243,9.73,7.027,2.366,4.023,0.237,2.84,0.162,0.319,0.216,0.443,0.751,0.157,0.432,0.335,0.53,0.308,0.162,0.319,0.454,0.239,0.13,0.12,0.016,0.266,0.087,0.071,0.082,3.784,1.081,6.486,0.541,12.432,3.784,0.0,0.54,0.0,1.09,5.232,0.308,1.539,3.693,5.54,4.001,4.304,0
Negative_366,2.559,5.544,2.345,3.625,3.625,4.691,7.463,7.676,2.656,5.754,2.434,5.532,0.198,0.271,0.284,0.307,0.81,0.109,0.358,0.294,0.437,0.365,0.198,0.271,0.409,0.229,0.271,0.231,0.013,0.141,0.205,0.132,0.171,0.853,0.426,0.426,0.213,0.853,0.853,0.21,0.0,0.43,0.64,2.98,1.261,1.949,1.949,4.012,4.126,4.868,0
Negative_1258,3.866,4.37,2.521,3.361,3.025,2.521,7.563,10.084,3.552,4.015,2.316,4.323,0.202,0.257,0.326,0.336,0.829,0.091,0.39,0.282,0.459,0.339,0.202,0.257,0.45,0.2,0.328,0.204,0.022,0.14,0.175,0.116,0.125,0.336,0.336,2.185,0.168,3.361,0.336,0.34,0.0,0.0,0.51,2.342,1.351,1.801,1.621,4.053,5.405,4.258,0
Negative_124,1.891,3.151,1.891,2.101,2.311,6.303,8.824,8.613,1.188,1.979,1.188,3.827,0.218,0.263,0.279,0.275,0.809,0.092,0.357,0.282,0.408,0.374,0.218,0.263,0.387,0.229,0.263,0.227,0.019,0.139,0.181,0.164,0.162,0.42,0.63,2.731,0.21,0.42,0.42,0.21,0.0,0.0,1.05,1.656,0.994,1.104,1.214,4.636,4.525,4.957,0
Negative_1177,3.448,5.517,2.414,2.414,3.793,1.379,10.69,14.138,2.167,3.467,1.517,3.25,0.21,0.279,0.372,0.393,0.776,0.107,0.459,0.324,0.538,0.252,0.21,0.279,0.514,0.166,0.298,0.135,0.031,0.142,0.149,0.107,0.107,0.69,1.724,1.034,0.345,0.69,0.69,0.0,0.35,0.0,2.08,2.962,1.296,1.296,2.037,5.74,7.591,4.62,0
Negative_908,2.89,4.046,1.734,5.78,2.89,3.468,3.468,10.983,2.495,3.492,1.497,4.49,0.214,0.237,0.295,0.266,0.832,0.092,0.37,0.26,0.428,0.358,0.214,0.237,0.439,0.215,0.291,0.198,0.0,0.151,0.163,0.122,0.14,4.046,1.156,12.139,0.578,13.873,4.046,0.58,0.0,0.0,0.58,2.121,0.909,3.03,1.515,1.818,5.757,4.615,0
Positive_814,3.846,5.983,1.923,7.906,5.342,5.556,4.274,7.906,2.581,4.015,1.291,3.155,0.252,0.271,0.252,0.278,0.791,0.107,0.286,0.291,0.365,0.382,0.252,0.271,0.335,0.244,0.244,0.257,0.026,0.158,0.231,0.21,0.191,1.709,0.427,3.632,0.214,8.333,2.35,0.43,0.43,0.43,0.86,3.069,0.986,4.055,2.74,2.192,4.055,4.996,1
Negative_634,2.33,4.563,2.913,2.621,3.592,3.981,6.117,8.35,2.43,4.758,3.038,5.973,0.194,0.266,0.248,0.255,0.813,0.103,0.32,0.296,0.395,0.411,0.194,0.266,0.364,0.25,0.24,0.243,0.025,0.154,0.225,0.153,0.19,0.68,0.194,0.68,0.097,0.777,0.68,0.0,0.29,0.1,0.78,2.45,1.564,1.407,1.929,3.285,4.484,4.712,0
Positive_936,4.731,6.022,2.151,7.312,5.376,6.237,4.731,6.882,3.632,4.623,1.651,2.807,0.286,0.271,0.29,0.273,0.798,0.097,0.288,0.29,0.37,0.344,0.286,0.271,0.355,0.237,0.274,0.244,0.013,0.138,0.239,0.233,0.196,0.645,0.43,1.505,0.215,7.957,0.86,0.65,0.43,0.43,0.22,3.057,1.092,3.712,2.729,2.402,3.494,4.693,1
Negative_137,2.941,1.471,10.294,2.941,5.882,4.412,1.471,10.294,2.273,1.137,7.955,1.137,0.265,0.191,0.309,0.279,0.868,0.029,0.353,0.221,0.471,0.265,0.265,0.191,0.441,0.209,0.299,0.284,0.0,0.06,0.179,0.134,0.134,8.824,8.824,4.412,1.471,25.0,8.824,0.0,0.0,0.0,0.0,0.815,5.706,1.63,3.26,0.815,5.706,4.179,0
Negative_367,0.607,3.239,2.227,1.619,3.036,4.251,7.49,7.085,0.553,2.951,2.029,6.825,0.239,0.298,0.263,0.263,0.773,0.107,0.366,0.332,0.421,0.34,0.239,0.298,0.413,0.256,0.205,0.231,0.022,0.164,0.195,0.158,0.176,0.405,0.405,2.024,0.202,3.239,0.405,0.41,0.0,0.0,0.81,1.606,1.105,0.803,1.506,3.715,3.514,5.228,0
Positive_1034,4.715,5.108,1.768,5.501,4.519,4.322,6.287,5.894,5.17,5.601,1.939,9.478,0.25,0.332,0.257,0.293,0.76,0.138,0.303,0.356,0.371,0.379,0.25,0.332,0.363,0.293,0.219,0.236,0.03,0.211,0.248,0.195,0.209,0.589,0.393,0.589,0.196,1.965,1.965,0.0,0.59,0.2,0.39,2.529,0.875,2.723,2.237,3.113,2.918,5.476,1
Negative_119,0.714,5.0,1.429,5.714,8.571,3.571,7.857,7.857,0.659,4.613,1.318,7.248,0.193,0.286,0.286,0.293,0.771,0.129,0.4,0.293,0.464,0.343,0.193,0.286,0.429,0.23,0.18,0.281,0.007,0.223,0.187,0.122,0.165,2.143,1.429,5.714,0.714,2.143,2.143,0.72,0.72,1.44,1.44,2.71,0.774,3.096,4.645,4.258,4.258,4.614,0
Positive_393,4.106,5.67,2.248,8.113,5.474,4.399,4.301,5.67,2.57,3.549,1.407,4.1,0.218,0.299,0.221,0.272,0.778,0.122,0.312,0.314,0.391,0.391,0.218,0.299,0.35,0.246,0.205,0.243,0.027,0.182,0.197,0.155,0.169,0.489,0.196,0.489,0.098,0.782,0.489,0.39,0.88,0.29,0.0,2.97,1.177,4.249,2.867,2.253,2.97,5.036,1
Positive_769,3.448,5.747,2.586,4.023,2.874,5.172,4.885,6.322,4.772,7.954,3.579,9.147,0.224,0.307,0.256,0.282,0.799,0.124,0.319,0.33,0.402,0.374,0.224,0.307,0.379,0.311,0.248,0.268,0.014,0.205,0.262,0.193,0.219,0.862,0.862,1.149,0.287,6.034,0.862,0.58,0.58,0.0,0.0,2.949,1.327,2.064,1.475,2.507,3.244,4.859,1
Positive_167,3.951,5.775,1.368,3.647,5.775,5.927,5.775,8.207,4.129,6.034,1.429,5.082,0.263,0.304,0.277,0.296,0.781,0.106,0.334,0.331,0.406,0.331,0.263,0.304,0.394,0.265,0.244,0.236,0.027,0.167,0.234,0.195,0.195,0.304,0.304,0.304,0.152,7.143,0.304,0.15,0.15,0.15,0.76,2.934,0.695,1.853,2.934,2.934,4.169,5.446,1
Negative_335,2.34,2.979,4.894,2.979,3.617,2.979,7.66,6.383,2.85,3.629,5.961,6.479,0.221,0.266,0.268,0.277,0.819,0.083,0.366,0.287,0.445,0.334,0.221,0.266,0.415,0.237,0.239,0.23,0.019,0.126,0.171,0.156,0.151,0.851,0.426,1.702,0.213,0.851,0.851,0.0,0.21,0.0,0.43,1.529,2.511,1.529,1.856,3.931,3.276,5.209,0
Negative_1281,3.002,6.697,3.464,4.619,4.388,5.081,6.467,9.931,2.891,6.449,3.336,4.003,0.231,0.303,0.242,0.314,0.776,0.109,0.319,0.314,0.42,0.349,0.231,0.303,0.363,0.262,0.218,0.225,0.035,0.169,0.238,0.155,0.199,0.462,1.155,3.695,0.231,0.462,0.462,0.69,0.0,0.69,0.69,3.336,1.726,2.301,2.186,3.222,4.948,5.595,0
Positive_390,2.201,2.987,2.201,5.346,2.987,6.289,5.031,6.447,1.07,1.452,1.07,1.911,0.258,0.182,0.27,0.256,0.868,0.069,0.325,0.198,0.377,0.365,0.258,0.182,0.39,0.184,0.291,0.266,0.011,0.102,0.172,0.176,0.135,0.629,0.629,2.044,0.157,2.516,0.629,0.16,0.31,0.0,0.63,1.602,1.18,2.867,1.602,2.698,3.457,4.66,1
Negative_353,1.258,3.145,3.145,2.516,3.145,1.887,4.403,7.547,0.921,2.302,2.302,0.921,0.233,0.151,0.264,0.245,0.887,0.044,0.377,0.214,0.44,0.327,0.233,0.151,0.472,0.165,0.323,0.209,0.013,0.076,0.19,0.152,0.108,1.887,1.258,1.887,0.629,23.27,1.887,0.0,0.0,0.0,0.63,1.693,1.693,1.355,1.693,2.371,4.064,4.962,0
Positive_1144,3.191,7.092,2.482,3.191,5.674,4.61,6.028,7.092,2.659,5.91,2.068,8.57,0.209,0.351,0.23,0.305,0.716,0.174,0.319,0.369,0.415,0.376,0.209,0.351,0.351,0.292,0.192,0.189,0.028,0.235,0.238,0.171,0.214,0.709,0.709,2.482,0.355,18.794,0.709,0.36,0.0,0.0,0.36,3.594,1.258,1.617,2.876,3.055,3.594,5.23,1
Negative_708,2.469,5.761,2.058,2.469,4.115,1.646,6.996,11.523,1.47,3.429,1.225,5.634,0.198,0.333,0.292,0.358,0.749,0.152,0.399,0.342,0.477,0.325,0.198,0.333,0.449,0.186,0.24,0.174,0.025,0.165,0.153,0.132,0.112,2.469,1.646,2.058,0.412,2.469,2.469,0.0,0.41,0.41,0.83,2.988,1.067,1.281,2.134,3.628,5.976,4.828,0
Positive_563,5.141,6.468,0.332,6.633,4.809,3.151,4.975,3.648,5.684,7.151,0.367,5.5,0.211,0.318,0.217,0.269,0.799,0.114,0.33,0.342,0.398,0.391,0.211,0.318,0.391,0.311,0.203,0.238,0.023,0.179,0.246,0.188,0.204,0.332,0.332,0.332,0.166,3.648,0.332,0.83,0.83,1.0,0.17,3.357,0.172,3.442,2.496,2.582,1.893,4.892,1
Negative_838,6.78,0.0,0.0,0.0,22.034,3.39,5.085,3.39,1.686,0.0,0.0,0.421,0.424,0.475,0.186,0.254,0.644,0.017,0.322,0.492,0.322,0.254,0.424,0.475,0.356,0.345,0.138,0.172,0.017,0.017,0.207,0.207,0.155,3.39,3.39,3.39,3.39,38.983,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.368,2.393,1.595,5.061,0
Negative_355,1.98,4.455,2.97,0.495,1.98,0.99,4.95,4.95,1.191,2.681,1.787,7.744,0.183,0.396,0.134,0.287,0.688,0.173,0.342,0.401,0.416,0.401,0.183,0.396,0.347,0.338,0.129,0.104,0.05,0.204,0.234,0.214,0.229,0.99,1.485,5.941,0.495,0.99,0.99,0.0,0.0,0.0,0.5,2.102,1.401,0.234,0.934,2.335,2.335,5.691,0
Negative_444,4.046,2.312,2.312,3.468,5.202,1.734,6.358,8.092,5.128,2.93,2.93,14.653,0.185,0.295,0.254,0.277,0.763,0.139,0.358,0.301,0.405,0.41,0.185,0.295,0.393,0.25,0.25,0.221,0.012,0.203,0.203,0.174,0.186,1.734,1.156,2.89,0.578,31.792,1.734,0.0,0.0,0.0,1.16,1.19,1.19,1.785,2.677,3.272,4.165,5.641,0
Negative_276,2.778,2.778,3.472,4.167,4.167,3.472,7.639,8.333,2.827,2.827,3.534,9.189,0.208,0.292,0.312,0.243,0.799,0.118,0.333,0.312,0.396,0.396,0.208,0.292,0.368,0.259,0.259,0.259,0.021,0.21,0.259,0.147,0.224,2.083,1.389,1.389,0.694,21.528,2.083,0.0,0.0,0.0,1.4,1.514,1.892,2.27,2.27,4.162,4.54,4.863,0
