PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
5.057,2.418,1.319,1.759,1.979,3.298,2.858,5.057,1.319,2.858,5.717,1.319,0.879,1.539,2.418,4.178,3.958,1.099,1.319,3.298,4.445,4.415,4.573,4.598,4.788,4.6,5.027,4.683,4.485,4.737,Negative_211,0
2.838,3.275,1.965,1.965,1.529,3.93,1.965,3.057,1.965,3.057,2.838,3.493,1.092,1.965,3.93,6.332,3.93,0.219,1.529,2.183,4.756,4.754,4.653,4.483,4.908,4.435,4.839,4.313,4.993,4.81,Negative_59,0
5.492,1.433,2.865,2.865,0.477,3.582,1.91,5.015,0.239,4.298,4.06,3.821,1.194,1.433,1.671,2.865,1.91,0.0,0.716,6.448,4.354,4.816,4.626,5.135,5.219,4.877,4.924,4.573,4.503,4.678,Positive_180,1
3.475,3.346,1.931,1.931,2.317,5.019,1.673,2.832,0.515,0.515,7.207,2.059,1.158,2.317,3.732,4.762,2.574,0.515,1.415,3.604,4.62,4.874,4.816,4.774,4.533,4.607,4.525,4.774,4.824,4.755,Negative_69,0
3.302,2.764,2.548,3.051,1.256,3.123,2.046,3.123,1.723,2.656,6.03,2.871,1.041,1.83,2.333,3.805,2.369,0.502,1.364,3.589,4.804,5.043,4.853,4.65,4.884,4.992,4.925,4.809,4.85,4.863,Positive_73,1
3.318,1.83,2.517,3.661,0.915,3.776,2.288,2.746,1.144,2.975,5.149,3.89,1.601,2.174,2.631,3.661,3.318,0.343,1.373,3.318,4.684,4.829,4.579,4.808,4.821,4.887,4.544,4.734,4.823,4.663,Positive_208,1
2.609,3.011,2.609,2.676,1.74,3.212,2.007,2.877,1.338,2.275,5.085,4.282,0.87,1.205,3.345,5.888,2.141,0.669,1.138,3.011,4.658,4.853,4.726,4.809,4.778,4.806,5.006,4.874,4.635,4.866,Negative_113,0
5.007,2.65,2.062,2.503,0.147,2.503,1.619,3.534,1.031,1.767,5.301,3.092,1.031,2.356,4.123,2.356,2.209,1.178,1.914,2.798,5.048,5.125,4.901,5.432,5.016,4.517,4.972,5.343,5.208,5.257,Positive_82,1
5.708,3.19,2.182,3.861,0.168,2.266,2.015,4.281,1.007,2.77,3.525,1.511,0.839,1.259,3.777,3.358,3.861,0.252,1.091,5.624,4.877,4.677,4.679,4.932,4.637,4.687,4.785,4.622,4.877,4.679,Positive_65,1
5.634,3.25,0.325,2.059,1.408,1.842,2.383,2.817,1.734,2.6,8.342,0.758,1.3,3.684,3.684,3.467,3.25,0.542,1.083,4.442,4.401,4.652,4.505,4.352,4.488,4.677,4.437,4.469,4.633,4.781,Negative_30,0
4.33,2.362,0.787,1.378,1.181,2.755,1.968,6.691,1.378,3.346,2.165,4.33,0.59,1.771,3.936,5.314,3.739,0.59,2.165,2.165,4.352,4.635,4.929,4.677,4.41,4.802,4.749,5.143,4.564,4.797,Negative_76,0
5.481,2.512,0.571,2.284,1.142,2.855,3.768,4.225,0.913,1.941,6.738,1.142,1.028,1.485,2.741,5.025,4.34,0.913,0.913,3.426,4.479,4.409,4.885,4.615,4.837,4.487,4.826,4.543,4.786,4.69,Negative_39,0
1.294,2.157,4.314,0.431,6.471,0.863,3.02,5.177,0.431,1.294,3.883,0.431,0.431,3.451,3.02,10.786,5.608,0.0,5.608,0.431,4.117,4.592,4.12,4.459,4.037,3.851,3.744,4.09,4.123,3.762,Negative_217,0
2.255,2.255,2.255,1.061,3.45,5.042,1.194,3.714,3.98,1.858,2.653,4.776,0.796,2.653,1.725,3.714,3.847,0.132,2.521,1.858,5.324,5.355,4.538,4.988,5.177,3.992,4.796,5.567,4.108,4.414,Negative_151,0
5.998,0.666,3.998,0.666,1.999,1.333,0.666,2.666,1.999,4.665,15.327,0.0,6.664,1.999,1.333,5.331,3.332,0.0,2.666,3.998,3.765,3.324,3.445,3.318,3.272,3.105,3.84,3.641,3.484,3.5,Positive_22,1
3.324,3.201,1.723,1.97,2.955,4.186,2.216,2.955,1.97,1.97,2.832,3.201,1.478,2.216,3.201,5.048,1.847,0.369,1.847,2.708,4.732,4.919,4.622,5.119,4.96,4.899,5.219,4.635,4.712,4.968,Negative_190,0
4.257,0.851,3.065,2.213,0.511,4.086,1.873,4.597,0.851,4.257,5.448,3.746,1.532,3.405,2.894,2.724,2.724,0.0,1.873,2.043,4.856,4.837,4.509,4.49,4.736,4.824,4.368,4.506,4.887,5.036,Positive_84,1
4.398,1.869,3.409,3.628,0.22,2.309,2.419,5.388,0.66,2.199,2.419,2.199,1.759,2.199,0.99,3.079,2.749,2.089,2.419,2.639,5.407,5.022,5.262,4.894,5.203,5.281,4.833,4.85,5.132,5.078,Positive_166,1
4.272,3.535,0.737,2.455,0.638,3.634,2.063,3.977,1.424,1.572,5.794,1.326,0.688,1.572,4.714,5.008,3.535,0.589,0.884,4.321,4.717,4.367,4.762,4.752,4.807,4.889,4.654,4.883,4.762,4.67,Negative_208,0
3.146,2.478,1.906,2.574,1.239,4.671,2.097,2.86,1.049,2.478,4.862,3.718,0.667,2.002,2.478,5.243,2.86,0.572,1.716,3.146,4.571,4.956,5.055,4.907,4.881,4.762,4.879,4.806,4.695,4.723,Positive_182,1
3.773,3.521,1.635,3.144,0.0,4.15,1.635,4.779,1.006,3.144,3.395,3.018,1.509,1.006,1.886,2.138,2.766,0.377,1.383,4.527,5.055,5.265,4.986,4.745,4.913,5.291,5.016,5.165,5.333,5.44,Positive_78,1
3.07,3.07,3.07,3.629,0.838,4.187,1.396,3.35,0.558,2.791,5.304,2.512,1.954,2.512,1.396,3.07,2.512,0.279,1.116,3.629,5.336,5.559,4.642,4.173,5.233,5.077,5.034,4.879,4.901,4.924,Positive_160,1
6.854,2.475,1.523,2.856,0.191,2.094,1.904,5.331,0.952,3.808,5.141,1.714,1.904,1.333,2.475,3.046,2.475,0.762,1.142,3.237,5.014,5.214,4.917,4.651,4.991,5.209,4.996,4.366,4.735,4.689,Positive_30,1
5.053,1.916,1.045,1.394,2.265,1.742,2.439,5.226,0.523,2.439,6.62,1.045,0.523,2.439,6.272,4.704,2.788,0.348,3.136,4.878,3.976,4.041,4.257,4.288,4.422,4.311,4.427,4.362,4.566,4.555,Negative_224,0
4.585,3.74,1.568,3.62,0.0,2.896,2.172,3.258,1.448,1.689,3.982,1.327,1.206,2.775,2.655,1.448,3.258,0.603,3.017,2.896,5.464,5.221,5.466,5.072,5.368,5.288,4.797,4.821,5.091,5.269,Positive_134,1
5.902,5.723,0.894,1.967,1.073,2.862,1.61,5.187,0.358,0.537,3.219,1.61,0.179,0.894,6.081,4.829,1.61,0.715,0.715,2.504,4.6,5.261,5.152,5.337,5.346,5.213,5.283,5.16,4.905,5.271,Negative_141,0
2.781,4.867,0.927,1.622,2.549,3.709,2.318,3.245,1.159,0.464,4.636,1.391,2.086,1.854,5.794,4.636,1.159,0.927,0.695,4.404,5.199,5.092,4.997,4.198,5.222,5.192,4.733,4.287,5.061,4.795,Positive_156,1
7.181,3.563,0.986,1.754,1.59,3.508,1.754,4.988,1.754,1.042,4.166,1.974,0.384,0.932,9.044,4.714,2.357,0.274,1.206,1.974,4.26,4.395,4.494,4.5,4.455,4.45,4.613,4.425,4.665,4.602,Negative_196,0
6.717,4.958,0.64,2.719,1.12,3.199,0.96,4.958,0.96,0.64,6.557,0.48,0.64,1.759,2.719,2.239,1.919,0.32,0.8,3.039,5.375,5.295,5.165,5.643,5.496,5.6,4.717,5.506,4.938,4.926,Positive_23,1
4.287,2.518,2.11,3.403,1.225,6.26,2.45,2.586,1.701,1.633,3.811,2.79,1.633,1.429,2.381,2.381,3.403,0.613,1.361,4.423,4.684,4.834,4.75,4.713,4.815,4.752,4.574,4.506,4.936,5.038,Positive_184,1
4.526,3.119,0.747,1.801,1.977,3.383,3.032,5.756,1.801,0.747,5.668,1.757,0.483,1.186,6.02,3.647,2.285,1.318,0.483,2.505,4.647,4.903,4.778,4.754,4.903,4.783,4.736,4.658,4.772,4.822,Negative_170,0
4.898,2.01,1.005,2.575,0.44,3.768,4.333,3.517,1.13,1.57,7.096,3.203,1.068,1.005,7.536,7.034,3.077,0.126,0.502,2.575,4.256,4.166,4.081,4.157,4.186,4.18,4.283,4.16,4.169,3.894,Negative_236,0
5.925,3.703,0.247,2.222,0.741,2.222,4.197,3.703,1.234,0.987,5.925,1.234,0.494,2.716,2.469,2.716,2.963,0.494,1.481,4.197,4.78,4.88,4.568,5.149,5.184,5.045,5.119,5.351,5.015,5.037,Positive_178,1
4.774,1.875,1.194,3.069,0.17,4.945,0.853,4.092,0.853,3.581,5.626,4.945,0.682,2.217,1.705,1.023,3.41,0.17,0.17,4.774,5.038,5.319,4.672,4.76,5.015,5.093,4.897,4.704,5.238,5.136,Positive_176,1
